z, Electric Field (Newton/Coulomb)
0.00607 , -50000
0.00606 , -50000
0.00605 , -50000
0.00604 , -50000
0.00603 , -50000
0.00602 , -50000
0.00601 , -50000
0.006 , -50000
0.00599 , -50000
0.00598 , -50000
0.00597 , -50000
0.00596 , -50000
0.00595 , -50000
0.00594 , -50000
0.00593 , -50000
0.00592 , -50000
0.00591 , -50000
0.0059 , -50000
0.00589 , -50000
0.00588 , -50000
0.00587 , -50000
0.00586 , -50000
0.00585 , -50000
0.00584 , -50000
0.00583 , -50000
0.00582 , -50000
0.00581 , -50000
0.0058 , -50000
0.00579 , -50000
0.00578 , -50000
0.00577 , -50000
0.00576 , -50000
0.00575 , -50000
0.00574 , -50000
0.00573 , -50000
0.00572 , -50000
0.00571 , -50000
0.0057 , -50000
0.00569 , -50000
0.00568 , -50000
0.00567 , -50000
0.00566 , -50000
0.00565 , -50000
0.00564 , -50000
0.00563 , -50000
0.00562 , -50000
0.00561 , -50000
0.0056 , -50000
0.00559 , -50000
0.00558 , -50000
0.00557 , -50000
0.00556 , -50000
0.00555 , -50000
0.00554 , -50000
0.00553 , -50000
0.00552 , -50000
0.00551 , -50000
0.0055 , -50000
0.00549 , -50000
0.00548 , -50000
0.00547 , -50000
0.00546 , -50000
0.00545 , -50000
0.00544 , -50000
0.00543 , -50000
0.00542 , -50000
0.00541 , -50000
0.0054 , -50000
0.00539 , -50000
0.00538 , -50000
0.00537 , -50000
0.00536 , -50000
0.00535 , -50000
0.00534 , -50000
0.00533 , -50000
0.00532 , -50000
0.00531 , -50000
0.0053 , -50000
0.00529 , -50000
0.00528 , -50000
0.00527 , -50000
0.00526 , -50000
0.00525 , -50000
0.00524 , -50000
0.00523 , -50000
0.00522 , -50000
0.00521 , -50000
0.0052 , -50000
0.00519 , -50000
0.00518 , -50000
0.00517 , -50000
0.00516 , -50000
0.00515 , -50000
0.00514 , -50000
0.00513 , -50000
0.00512 , -50000
0.00511 , -50000
0.0051 , -50000
0.00509 , -50000
0.00508 , -50000
0.00507 , -50000
0.00506 , -50000
0.00505 , -50000
0.00504 , -50000
0.00503 , -50000
0.00502 , -50000
0.00501 , -50000
0.005 , -50000
0.00499 , -50000
0.00498 , -50000
0.00497 , -50000
0.00496 , -50000
0.00495 , -50000
0.00494 , -50000
0.00493 , -50000
0.00492 , -50000
0.00491 , -50000
0.0049 , -50000
0.00489 , -50000
0.00488 , -50000
0.00487 , -50000
0.00486 , -50000
0.00485 , -50000
0.00484 , -50000
0.00483 , -50000
0.00482 , -50000
0.00481 , -50000
0.0048 , -50000
0.00479 , -50000
0.00478 , -50000
0.00477 , -50000
0.00476 , -50000
0.00475 , -50000
0.00474 , -50000
0.00473 , -50000
0.00472 , -50000
0.00471 , -50000
0.0047 , -50000
0.00469 , -50000
0.00468 , -50000
0.00467 , -50000
0.00466 , -50000
0.00465 , -50000
0.00464 , -50000
0.00463 , -50000
0.00462 , -50000
0.00461 , -50000
0.0046 , -50000
0.00459 , -50000
0.00458 , -50000
0.00457 , -50000
0.00456 , -50000
0.00455 , -50000
0.00454 , -50000
0.00453 , -50000
0.00452 , -50000
0.00451 , -50000
0.0045 , -50000
0.00449 , -50000
0.00448 , -50000
0.00447 , -50000
0.00446 , -50000
0.00445 , -50000
0.00444 , -50000
0.00443 , -50000
0.00442 , -50000
0.00441 , -50000
0.0044 , -50000
0.00439 , -50000
0.00438 , -50000
0.00437 , -50000
0.00436 , -50000
0.00435 , -50000
0.00434 , -50000
0.00433 , -50000
0.00432 , -50000
0.00431 , -50000
0.0043 , -50000
0.00429 , -50000
0.00428 , -50000
0.00427 , -50000
0.00426 , -50000
0.00425 , -50000
0.00424 , -50000
0.00423 , -50000
0.00422 , -50000
0.00421 , -50000
0.0042 , -50000
0.00419 , -50000
0.00418 , -50000
0.00417 , -50000
0.00416 , -50000
0.00415 , -50000
0.00414 , -50000
0.00413 , -50000
0.00412 , -50000
0.00411 , -50000
0.0041 , -50000
0.00409 , -50000
0.00408 , -50000
0.00407 , -50000
0.00406 , -50000
0.00405 , -50000
0.00404 , -50000
0.00403 , -50000
0.00402 , -50000
0.00401 , -50000
0.004 , -50000
0.00399 , -50000
0.00398 , -50000
0.00397 , -50000
0.00396 , -50000
0.00395 , -50000
0.00394 , -50000
0.00393 , -50000
0.00392 , -50000
0.00391 , -50000
0.0039 , -50000
0.00389 , -50000
0.00388 , -50000
0.00387 , -50000
0.00386 , -50000
0.00385 , -50000
0.00384 , -50000
0.00383 , -50000
0.00382 , -50000
0.00381 , -50000
0.0038 , -50000
0.00379 , -50000
0.00378 , -50000
0.00377 , -50000
0.00376 , -50000
0.00375 , -50000
0.00374 , -50000
0.00373 , -50000
0.00372 , -50000
0.00371 , -50000
0.0037 , -50000
0.00369 , -50000
0.00368 , -50000
0.00367 , -50000
0.00366 , -50000
0.00365 , -50000
0.00364 , -50000
0.00363 , -50000
0.00362 , -50000
0.00361 , -50000
0.0036 , -50000
0.00359 , -50000
0.00358 , -50000
0.00357 , -50000
0.00356 , -50000
0.00355 , -50000
0.00354 , -50000
0.00353 , -50000
0.00352 , -50000
0.00351 , -50000
0.0035 , -50000
0.00349 , -50000
0.00348 , -50000
0.00347 , -50000
0.00346 , -50000
0.00345 , -50000
0.00344 , -50000
0.00343 , -50000
0.00342 , -50000
0.00341 , -50000
0.0034 , -50000
0.00339 , -50000
0.00338 , -50000
0.00337 , -50000
0.00336 , -50000
0.00335 , -50000
0.00334 , -50000
0.00333 , -50000
0.00332 , -50000
0.00331 , -50000
0.0033 , -50000
0.00329 , -50000
0.00328 , -50000
0.00327 , -50000
0.00326 , -50000
0.00325 , -50000
0.00324 , -50000
0.00323 , -50000
0.00322 , -50000
0.00321 , -50000
0.0032 , -50000
0.00319 , -50000
0.00318 , -50000
0.00317 , -50000
0.00316 , -50000
0.00315 , -50000
0.00314 , -50000
0.00313 , -50000
0.00312 , -50000
0.00311 , -50000
0.0031 , -50000
0.00309 , -50000
0.00308 , -50000
0.00307 , -50000
0.00306 , -50000
0.00305 , -50000
0.00304 , -50000
0.00303 , -50000
0.00302 , -50000
0.00301 , -50000
0.003 , -50000
0.00299 , -50000
0.00298 , -50000
0.00297 , -50000
0.00296 , -50000
0.00295 , -50000
0.00294 , -50000
0.00293 , -50000
0.00292 , -50000
0.00291 , -50000
0.0029 , -50000
0.00289 , -50000
0.00288 , -50000
0.00287 , -50000
0.00286 , -50000
0.00285 , -50000
0.00284 , -50000
0.00283 , -50000
0.00282 , -50000
0.00281 , -50000
0.0028 , -50000
0.00279 , -50000
0.00278 , -50000
0.00277 , -50000
0.00276 , -50000
0.00275 , -50000
0.00274 , -50000
0.00273 , -50000
0.00272 , -50000
0.00271 , -50000
0.0027 , -50000
0.00269 , -50000
0.00268 , -50000
0.00267 , -50000
0.00266 , -50000
0.00265 , -50000
0.00264 , -50000
0.00263 , -50000
0.00262 , -50000
0.00261 , -50000
0.0026 , -50000
0.00259 , -50000
0.00258 , -50000
0.00257 , -50000
0.00256 , -50000
0.00255 , -50000
0.00254 , -50000
0.00253 , -50000
0.00252 , -50000
0.00251 , -50000
0.0025 , -50000
0.00249 , -50000
0.00248 , -50000
0.00247 , -50000
0.00246 , -50000
0.00245 , -50000
0.00244 , -50000
0.00243 , -50000
0.00242 , -50000
0.00241 , -50000
0.0024 , -50000
0.00239 , -50000
0.00238 , -50000
0.00237 , -50000
0.00236 , -50000
0.00235 , -50000
0.00234 , -50000
0.00233 , -50000
0.00232 , -50000
0.00231 , -50000
0.0023 , -50000
0.00229 , -50000
0.00228 , -50000
0.00227 , -50000
0.00226 , -50000
0.00225 , -50000
0.00224 , -50000
0.00223 , -50000
0.00222 , -50000
0.00221 , -50000
0.0022 , -50000
0.00219 , -50000
0.00218 , -50000
0.00217 , -50000
0.00216 , -50000
0.00215 , -50000
0.00214 , -50000
0.00213 , -50000
0.00212 , -50000
0.00211 , -50000
0.0021 , -50000
0.00209 , -50000
0.00208 , -50000
0.00207 , -50000
0.00206 , -50000
0.00205 , -50000
0.00204 , -50000
0.00203 , -50000
0.00202 , -50000
0.00201 , -50000
0.002 , -50000
0.00199 , -50000
0.00198 , -50000
0.00197 , -50000
0.00196 , -50000
0.00195 , -50000
0.00194 , -50000
0.00193 , -50000
0.00192 , -50000
0.00191 , -50000
0.0019 , -50000
0.00189 , -50000
0.00188 , -50000
0.00187 , -50000
0.00186 , -50000
0.00185 , -50000
0.00184 , -50000
0.00183 , -50000
0.00182 , -50000
0.00181 , -50000
0.0018 , -50000
0.00179 , -50000
0.00178 , -50000
0.00177 , -50000
0.00176 , -50000
0.00175 , -50000
0.00174 , -50000
0.00173 , -50000
0.00172 , -50000
0.00171 , -50000
0.0017 , -50000
0.00169 , -50000
0.00168 , -50000
0.00167 , -50000
0.00166 , -50000
0.00165 , -50000
0.00164 , -50000
0.00163 , -50000
0.00162 , -50000
0.00161 , -50000
0.0016 , -50000
0.00159 , -50000
0.00158 , -50000
0.00157 , -50000
0.00156 , -50000
0.00155 , -50000
0.00154 , -50000
0.00153 , -50000
0.00152 , -50000
0.00151 , -50000
0.0015 , -50000
0.00149 , -50000
0.00148 , -50000
0.00147 , -50000
0.00146 , -50000
0.00145 , -50000
0.00144 , -50000
0.00143 , -50000
0.00142 , -50000
0.00141 , -50000
0.0014 , -50000
0.00139 , -50000
0.00138 , -50000
0.00137 , -50000
0.00136 , -50000
0.00135 , -50000
0.00134 , -50000
0.00133 , -50000
0.00132 , -50000
0.00131 , -50000
0.0013 , -50000
0.00129 , -50000
0.00128 , -50000
0.00127 , -50000
0.00126 , -50000
0.00125 , -50000
0.00124 , -50000
0.00123 , -50000
0.00122 , -50000
0.00121 , -50000
0.0012 , -50000
0.00119 , -50000
0.00118 , -50000
0.00117 , -50000
0.00116 , -50000
0.00115 , -50000
0.00114 , -50000
0.00113 , -50000
0.00112 , -50000
0.00111 , -50000
0.0011 , -50000
0.00109 , -50000
0.00108 , -50000
0.00107 , -50000
0.00106 , -50000
0.00105 , -50000
0.00104 , -50000
0.00103 , -50000
0.00102 , -50000
0.00101 , -50000
0.001 , -50000
0.00099 , -50000
0.000980001 , -50000
0.00097 , -50000
0.00096 , -50000
0.000949999 , -50000
0.000940001 , -50000
0.00093 , -50000
0.00092 , -50000
0.000910001 , -50000
0.0009 , -50000
0.00089 , -50000
0.000879999 , -50000
0.000870001 , -50000
0.00086 , -50000
0.000849999 , -50000
0.000840001 , -50000
0.00083 , -50000
0.00082 , -50000
0.000809999 , -50000
0.000800001 , -50000
0.00079 , -50000
0.000779999 , -50000
0.000770001 , -50000
0.00076 , -50000
0.00075 , -50000
0.000739999 , -50000
0.00073 , -50000
0.00072 , -50000
0.000709999 , -50000
0.000700001 , -50000
0.00069 , -50000
0.00068 , -50000
0.000670001 , -50000
0.00066 , -50000
0.00065 , -50000
0.000639999 , -50000
0.000630001 , -50000
0.00062 , -50000
0.00061 , -50000
0.000600001 , -50000
0.00059 , -50000
0.00058 , -50000
0.000569999 , -50000
0.000560001 , -50000
0.00055 , -50000
0.000539999 , -50000
0.000530001 , -50000
0.00052 , -50000
0.00051 , -50000
0.000499999 , -50000
0.00049 , -50000
0.00048 , -50000
0.000469999 , -50000
0.000460001 , -50000
0.00045 , -50000
0.00044 , -50000
0.000430001 , -50000
0.00042 , -50000
0.00041 , -50000
0.000399999 , -50000
0.000390001 , -50000
0.00038 , -50000
0.00037 , -50000
0.000360001 , -50000
0.00035 , -50000
0.00034 , -50000
0.000329999 , -50000
0.000320001 , -50000
0.00031 , -50000
0.000299999 , -50000
0.000290001 , -50000
0.00028 , -50000
0.00027 , -50000
0.000259999 , -50000
0.000250001 , -50000
0.00024 , -50000
0.000229999 , -50000
0.000220001 , -50000
0.00021 , -50000
0.0002 , -50000
0.000190001 , -50000
0.00018 , -50000
0.00017 , -50000
0.000159999 , -50000
0.000150001 , -50000
0.00014 , -50000
0.00013 , -50000
0.000120001 , -50000
0.00011 , -50000
9.99998e-05 , -50000
8.99993e-05 , -50000
8.00006e-05 , -50000
7.00001e-05 , -50000
5.99995e-05 , -50000
5.00008e-05 , -50000
4.00003e-05 , -50000
2.99998e-05 , -50000
1.99992e-05 , -50000
1.00005e-05 , -50000
0 , -50000
-1.00005e-05 , -200000
-1.99992e-05 , -200000
-2.99998e-05 , -200000
-4.00003e-05 , -200000
-5.00008e-05 , -200000
-5.99995e-05 , -200000
-7.00001e-05 , -200000
-8.00006e-05 , -200000
-8.99993e-05 , -200000
-9.99998e-05 , -200000
-0.00011 , 2.6e+06
-0.000119999 , 2.6e+06
-0.00013 , 2.6e+06
-0.00014 , 2.6e+06
-0.000150001 , 2.6e+06
-0.000159999 , 2.6e+06
-0.00017 , 2.6e+06
-0.00018 , 2.6e+06
-0.000189999 , 2.6e+06
-0.0002 , 2.6e+06
-0.00021 , 2.6e+06
-0.000220001 , 2.6e+06
-0.000229999 , 2.6e+06
-0.00024 , 2.6e+06
-0.000250001 , 2.6e+06
-0.000259999 , 2.6e+06
-0.00027 , 2.6e+06
-0.00028 , 2.6e+06
-0.000290001 , 2.6e+06
-0.000299999 , 2.6e+06
-0.00031 , -2.6e+06
-0.000320001 , -2.6e+06
-0.000329999 , -2.6e+06
-0.00034 , -2.6e+06
-0.00035 , -2.6e+06
-0.000359999 , -2.6e+06
-0.00037 , -2.6e+06
-0.00038 , -2.6e+06
-0.000390001 , -2.6e+06
-0.000399999 , -2.6e+06
-0.00041 , -2.6e+06
-0.00042 , -2.6e+06
-0.000429999 , -2.6e+06
-0.00044 , -2.6e+06
-0.00045 , -2.6e+06
-0.000460001 , -2.6e+06
-0.000469999 , -2.6e+06
-0.00048 , -2.6e+06
-0.00049 , -2.6e+06
-0.000499999 , -2.6e+06
-0.00051 , 100000
-0.00052 , 100000
-0.000530001 , 100000
-0.000539999 , 100000
-0.00055 , 100000
-0.000560001 , 100000
-0.000569999 , 100000
-0.00058 , 100000
-0.00059 , 100000
